courier_id,courier_vehicle,courier_city,order_date,deliveries_count,avg_delivery_minutes,avg_total_order_minutes,on_time_deliveries,late_deliveries,shift_hours,on_time_pct,deliveries_per_shift_hour
C00226,scooter,YVN,2026-05-14,1,39.0,67.0,0,1,6,0.0,0.167
C00042,bike,YVN,2026-04-26,1,25.0,44.0,1,0,6,1.0,0.167
C00169,scooter,YVN,2026-05-18,1,11.0,45.0,1,0,8,1.0,0.125
C00078,bike,YVN,2026-04-14,1,18.0,46.0,0,1,7,0.0,0.143
C00040,bike,YVN,2026-03-30,2,24.0,56.5,0,2,9,0.0,0.222
C00046,bike,KPN,2026-04-14,1,22.0,43.0,1,0,8,1.0,0.125
C00168,car,YVN,2026-05-06,2,23.5,54.5,0,2,8,0.0,0.25
C00015,scooter,YVN,2026-05-08,1,26.0,54.0,0,1,9,0.0,0.111
C00289,bike,YVN,2026-04-03,1,33.0,51.0,0,1,10,0.0,0.1
C00210,car,KPN,2026-04-12,1,40.0,70.0,0,1,7,0.0,0.143
C00221,car,GYU,2026-05-10,1,34.0,62.0,0,1,7,0.0,0.143
C00266,car,YVN,2026-04-27,1,14.0,31.0,1,0,8,1.0,0.125
C00227,bike,YVN,2026-05-14,1,20.0,36.0,1,0,6,1.0,0.167
C00249,scooter,YVN,2026-05-24,1,11.0,33.0,1,0,8,1.0,0.125
C00050,car,DLJ,2026-04-01,1,34.0,58.0,0,1,6,0.0,0.167
C00034,car,VND,2026-04-29,2,10.0,24.5,2,0,8,1.0,0.25
C00166,scooter,YVN,2026-05-01,1,12.0,42.0,1,0,6,1.0,0.167
C00083,scooter,GYU,2026-05-13,2,18.0,36.0,2,0,10,1.0,0.2
C00079,scooter,YVN,2026-05-01,2,26.0,47.5,0,2,10,0.0,0.2
C00051,scooter,YVN,2026-05-18,1,11.0,32.0,1,0,10,1.0,0.1
C00143,car,KPN,2026-05-04,3,24.0,47.0,2,1,8,0.6667,0.375
C00095,scooter,GYU,2026-05-20,1,15.0,45.0,1,0,8,1.0,0.125
C00258,scooter,KPN,2026-05-21,3,19.0,41.67,2,1,9,0.6667,0.333
C00053,bike,YVN,2026-04-28,1,30.0,47.0,0,1,9,0.0,0.111
C00272,scooter,GYU,2026-04-01,1,15.0,36.0,1,0,10,1.0,0.1
C00182,bike,YVN,2026-04-05,1,27.0,50.0,0,1,10,0.0,0.1
C00190,scooter,YVN,2026-04-15,1,19.0,49.0,0,1,8,0.0,0.125
C00233,bike,GYU,2026-04-22,1,35.0,66.0,0,1,6,0.0,0.167
C00234,car,YVN,2026-04-26,2,16.0,35.5,2,0,10,1.0,0.2
C00102,bike,YVN,2026-04-13,1,18.0,51.0,0,1,9,0.0,0.111
C00061,scooter,YVN,2026-05-16,2,13.5,32.0,2,0,10,1.0,0.2
C00228,scooter,GYU,2026-04-20,2,30.5,56.5,1,1,10,0.5,0.2
C00139,scooter,YVN,2026-05-06,1,21.0,43.0,1,0,7,1.0,0.143
C00128,bike,KPN,2026-04-24,2,23.0,46.5,1,1,9,0.5,0.222
C00268,bike,DLJ,2026-04-25,2,32.0,58.0,0,2,10,0.0,0.2
C00104,bike,VND,2026-04-21,1,24.0,56.0,0,1,8,0.0,0.125
C00159,scooter,YVN,2026-04-27,2,24.5,50.5,1,1,9,0.5,0.222
C00065,scooter,YVN,2026-05-23,1,23.0,40.0,1,0,6,1.0,0.167
C00104,bike,VND,2026-05-15,1,25.0,38.0,1,0,8,1.0,0.125
C00054,scooter,YVN,2026-04-17,1,18.0,47.0,0,1,7,0.0,0.143
C00130,car,YVN,2026-05-04,1,22.0,51.0,0,1,7,0.0,0.143
C00257,bike,VND,2026-04-30,1,22.0,53.0,0,1,10,0.0,0.1
C00268,bike,DLJ,2026-05-21,2,33.5,56.0,0,2,10,0.0,0.2
C00052,car,YVN,2026-04-08,2,17.0,42.0,1,1,8,0.5,0.25
C00239,scooter,YVN,2026-04-20,2,30.0,51.0,0,2,6,0.0,0.333
C00209,scooter,YVN,2026-05-11,1,29.0,51.0,0,1,10,0.0,0.1
C00045,car,YVN,2026-05-13,1,33.0,60.0,0,1,9,0.0,0.111
C00293,car,KPN,2026-04-27,2,22.5,46.0,1,1,8,0.5,0.25
C00230,scooter,YVN,2026-04-02,1,12.0,35.0,1,0,9,1.0,0.111
C00220,scooter,VND,2026-04-22,1,39.0,52.0,0,1,7,0.0,0.143
C00214,car,YVN,2026-05-15,1,9.0,42.0,1,0,10,1.0,0.1
C00027,car,YVN,2026-05-13,1,12.0,41.0,1,0,9,1.0,0.111
C00131,bike,VND,2026-05-19,1,12.0,37.0,1,0,7,1.0,0.143
C00261,scooter,YVN,2026-05-26,1,9.0,39.0,1,0,6,1.0,0.167
C00188,car,KPN,2026-04-26,1,30.0,60.0,0,1,9,0.0,0.111
C00123,bike,GYU,2026-04-16,1,19.0,48.0,0,1,9,0.0,0.111
C00221,car,GYU,2026-05-16,1,10.0,21.0,1,0,7,1.0,0.143
C00255,car,YVN,2026-05-11,1,33.0,49.0,0,1,10,0.0,0.1
C00061,scooter,YVN,2026-04-20,1,29.0,51.0,0,1,10,0.0,0.1
C00236,bike,GYU,2026-05-20,1,9.0,43.0,1,0,8,1.0,0.125
C00237,car,YVN,2026-04-10,1,37.0,71.0,0,1,8,0.0,0.125
C00249,scooter,YVN,2026-04-02,1,35.0,63.0,0,1,8,0.0,0.125
C00295,bike,GYU,2026-03-29,1,13.0,50.0,0,1,10,0.0,0.1
C00261,scooter,YVN,2026-03-30,1,32.0,58.0,0,1,6,0.0,0.167
C00229,scooter,YVN,2026-04-27,1,13.0,33.0,1,0,9,1.0,0.111
C00152,bike,KPN,2026-05-03,1,28.0,43.0,1,0,10,1.0,0.1
C00143,car,KPN,2026-04-02,1,14.0,23.0,1,0,8,1.0,0.125
C00266,car,YVN,2026-05-26,1,39.0,71.0,0,1,8,0.0,0.125
C00012,scooter,VND,2026-05-10,1,21.0,43.0,1,0,8,1.0,0.125
C00202,scooter,DLJ,2026-04-26,1,17.0,49.0,0,1,7,0.0,0.143
C00005,bike,YVN,2026-04-09,2,33.5,49.0,0,2,7,0.0,0.286
C00239,scooter,YVN,2026-04-02,1,35.0,67.0,0,1,6,0.0,0.167
C00238,scooter,YVN,2026-05-27,1,23.0,38.0,1,0,7,1.0,0.143
C00227,bike,YVN,2026-05-17,1,39.0,69.0,0,1,6,0.0,0.167
C00149,scooter,VND,2026-05-04,1,27.0,49.0,0,1,9,0.0,0.111
C00156,bike,YVN,2026-04-09,1,18.0,48.0,0,1,10,0.0,0.1
C00036,scooter,DLJ,2026-05-11,1,32.0,58.0,0,1,10,0.0,0.1
C00071,car,VND,2026-04-13,2,10.5,34.0,1,1,8,0.5,0.25
C00136,bike,VND,2026-05-19,3,22.33,49.0,2,1,8,0.6667,0.375
C00180,scooter,VND,2026-05-23,1,32.0,59.0,0,1,9,0.0,0.111
C00225,car,VND,2026-05-22,1,18.0,42.0,1,0,10,1.0,0.1
C00293,car,KPN,2026-04-20,1,39.0,55.0,0,1,8,0.0,0.125
C00104,bike,VND,2026-04-17,1,25.0,44.0,1,0,8,1.0,0.125
C00139,scooter,YVN,2026-04-03,3,30.0,58.33,1,2,7,0.3333,0.429
C00210,car,KPN,2026-05-02,1,38.0,64.0,0,1,7,0.0,0.143
C00199,scooter,VND,2026-04-10,1,16.0,36.0,1,0,7,1.0,0.143
C00139,scooter,YVN,2026-05-21,2,23.0,53.5,1,1,7,0.5,0.286
C00215,car,GYU,2026-05-01,1,17.0,41.0,1,0,9,1.0,0.111
C00271,bike,YVN,2026-05-10,1,13.0,47.0,0,1,9,0.0,0.111
C00221,car,GYU,2026-03-30,1,30.0,66.0,0,1,7,0.0,0.143
C00171,scooter,GYU,2026-04-05,1,12.0,43.0,1,0,7,1.0,0.143
C00234,car,YVN,2026-05-04,1,11.0,45.0,1,0,10,1.0,0.1
C00193,car,YVN,2026-04-12,1,38.0,60.0,0,1,10,0.0,0.1
C00042,bike,YVN,2026-04-01,2,26.0,49.0,1,1,6,0.5,0.333
C00296,car,YVN,2026-04-18,1,31.0,53.0,0,1,10,0.0,0.1
C00024,bike,YVN,2026-04-23,2,28.5,53.0,0,2,8,0.0,0.25
C00111,car,YVN,2026-04-12,1,39.0,53.0,0,1,7,0.0,0.143
C00043,scooter,VND,2026-04-26,1,21.0,35.0,1,0,7,1.0,0.143
C00185,scooter,VND,2026-04-08,2,23.0,43.5,1,1,7,0.5,0.286
C00014,scooter,YVN,2026-05-19,2,35.0,66.0,0,2,7,0.0,0.286
C00253,car,VND,2026-04-14,1,14.0,32.0,1,0,7,1.0,0.143
C00197,scooter,YVN,2026-04-17,1,10.0,45.0,1,0,6,1.0,0.167
C00091,car,YVN,2026-05-21,1,36.0,64.0,0,1,6,0.0,0.167
C00131,bike,VND,2026-05-14,1,33.0,63.0,0,1,7,0.0,0.143
C00150,bike,YVN,2026-04-04,1,14.0,30.0,1,0,7,1.0,0.143
C00025,scooter,YVN,2026-04-23,2,35.5,54.5,1,1,6,0.5,0.333
C00074,scooter,YVN,2026-04-29,1,21.0,33.0,1,0,9,1.0,0.111
C00020,car,GYU,2026-04-17,1,28.0,48.0,0,1,10,0.0,0.1
C00100,scooter,YVN,2026-04-29,1,40.0,58.0,0,1,8,0.0,0.125
C00248,scooter,GYU,2026-04-03,3,24.0,46.33,2,1,7,0.6667,0.429
C00065,scooter,YVN,2026-03-30,1,21.0,53.0,0,1,6,0.0,0.167
C00144,scooter,GYU,2026-04-16,2,14.0,38.0,1,1,8,0.5,0.25
C00102,bike,YVN,2026-04-04,1,35.0,68.0,0,1,9,0.0,0.111
C00297,car,YVN,2026-04-25,1,27.0,60.0,0,1,8,0.0,0.125
C00085,scooter,GYU,2026-04-21,1,37.0,69.0,0,1,9,0.0,0.111
C00092,car,YVN,2026-05-14,1,37.0,55.0,0,1,9,0.0,0.111
C00184,bike,YVN,2026-04-28,1,9.0,35.0,1,0,9,1.0,0.111
C00266,car,YVN,2026-05-20,1,26.0,40.0,1,0,8,1.0,0.125
C00091,car,YVN,2026-04-19,1,13.0,38.0,1,0,6,1.0,0.167
C00227,bike,YVN,2026-04-19,1,40.0,58.0,0,1,6,0.0,0.167
C00023,car,YVN,2026-04-06,2,30.5,50.5,0,2,8,0.0,0.25
C00146,scooter,YVN,2026-05-13,1,13.0,26.0,1,0,8,1.0,0.125
C00152,bike,KPN,2026-05-09,1,21.0,58.0,0,1,10,0.0,0.1
C00050,car,DLJ,2026-05-25,1,10.0,24.0,1,0,6,1.0,0.167
C00217,bike,YVN,2026-04-03,1,19.0,38.0,1,0,7,1.0,0.143
C00012,scooter,VND,2026-05-02,1,36.0,61.0,0,1,8,0.0,0.125
C00204,car,GYU,2026-04-19,1,22.0,54.0,0,1,7,0.0,0.143
C00098,scooter,YVN,2026-03-30,2,19.5,35.0,2,0,8,1.0,0.25
C00269,scooter,YVN,2026-03-29,1,38.0,68.0,0,1,6,0.0,0.167
C00267,car,VND,2026-03-30,1,27.0,64.0,0,1,8,0.0,0.125
C00216,bike,YVN,2026-04-20,1,26.0,46.0,0,1,10,0.0,0.1
C00284,scooter,GYU,2026-05-16,1,29.0,45.0,1,0,8,1.0,0.125
C00255,car,YVN,2026-04-27,1,9.0,43.0,1,0,10,1.0,0.1
C00252,bike,KPN,2026-05-17,1,26.0,51.0,0,1,8,0.0,0.125
C00268,bike,DLJ,2026-04-09,1,28.0,54.0,0,1,10,0.0,0.1
C00035,car,YVN,2026-04-18,2,31.0,61.0,0,2,10,0.0,0.2
C00038,car,YVN,2026-05-17,2,26.5,41.5,1,1,8,0.5,0.25
C00032,scooter,VND,2026-04-29,1,39.0,62.0,0,1,8,0.0,0.125
C00228,scooter,GYU,2026-05-12,1,20.0,35.0,1,0,10,1.0,0.1
C00262,car,DLJ,2026-05-10,1,31.0,50.0,0,1,7,0.0,0.143
C00293,car,KPN,2026-04-22,3,30.0,56.0,0,3,8,0.0,0.375
C00188,car,KPN,2026-05-16,1,26.0,50.0,0,1,9,0.0,0.111
C00290,bike,YVN,2026-05-09,1,25.0,59.0,0,1,6,0.0,0.167
C00162,car,YVN,2026-04-02,2,29.0,51.0,0,2,6,0.0,0.333
C00112,bike,YVN,2026-05-08,1,12.0,44.0,1,0,9,1.0,0.111
C00206,bike,GYU,2026-04-09,1,23.0,48.0,0,1,10,0.0,0.1
C00001,car,DLJ,2026-04-23,1,16.0,34.0,1,0,7,1.0,0.143
C00072,bike,VND,2026-04-28,1,35.0,71.0,0,1,6,0.0,0.167
C00038,car,YVN,2026-05-22,1,17.0,37.0,1,0,8,1.0,0.125
C00032,scooter,VND,2026-05-25,1,12.0,29.0,1,0,8,1.0,0.125
C00282,scooter,YVN,2026-05-04,1,26.0,51.0,0,1,10,0.0,0.1
C00189,bike,GYU,2026-05-20,1,27.0,40.0,1,0,8,1.0,0.125
C00074,scooter,YVN,2026-05-24,1,33.0,65.0,0,1,9,0.0,0.111
C00159,scooter,YVN,2026-05-07,2,21.0,36.0,2,0,9,1.0,0.222
C00242,bike,YVN,2026-05-04,2,28.0,59.5,0,2,8,0.0,0.25
C00089,bike,YVN,2026-04-23,1,17.0,43.0,1,0,8,1.0,0.125
C00240,car,YVN,2026-03-31,2,20.0,48.5,1,1,10,0.5,0.2
C00213,scooter,YVN,2026-05-22,2,24.5,43.5,1,1,9,0.5,0.222
C00298,car,YVN,2026-04-10,3,19.67,44.0,1,2,8,0.3333,0.375
C00237,car,YVN,2026-05-09,1,14.0,35.0,1,0,8,1.0,0.125
C00048,scooter,KPN,2026-05-27,1,36.0,55.0,0,1,7,0.0,0.143
C00058,car,YVN,2026-04-10,1,21.0,32.0,1,0,9,1.0,0.111
C00257,bike,VND,2026-05-14,1,35.0,66.0,0,1,10,0.0,0.1
C00258,scooter,KPN,2026-05-03,1,29.0,53.0,0,1,9,0.0,0.111
C00291,car,YVN,2026-04-24,4,12.25,31.5,4,0,9,1.0,0.444
C00171,scooter,GYU,2026-04-08,1,28.0,43.0,1,0,7,1.0,0.143
C00231,bike,GYU,2026-04-18,2,15.0,47.0,1,1,8,0.5,0.25
C00230,scooter,YVN,2026-04-21,1,39.0,66.0,0,1,9,0.0,0.111
C00216,bike,YVN,2026-05-27,1,14.0,34.0,1,0,10,1.0,0.1
C00173,car,VND,2026-05-25,1,26.0,60.0,0,1,9,0.0,0.111
C00122,bike,VND,2026-05-12,1,18.0,35.0,1,0,8,1.0,0.125
C00190,scooter,YVN,2026-03-30,1,16.0,53.0,0,1,8,0.0,0.125
C00296,car,YVN,2026-04-17,1,31.0,45.0,1,0,10,1.0,0.1
C00133,bike,YVN,2026-05-05,1,17.0,48.0,0,1,8,0.0,0.125
C00023,car,YVN,2026-04-08,1,19.0,49.0,0,1,8,0.0,0.125
C00298,car,YVN,2026-05-23,2,21.0,50.0,1,1,8,0.5,0.25
C00178,scooter,GYU,2026-03-31,1,35.0,56.0,0,1,6,0.0,0.167
C00040,bike,YVN,2026-04-27,1,30.0,49.0,0,1,9,0.0,0.111
C00252,bike,KPN,2026-05-18,1,40.0,59.0,0,1,8,0.0,0.125
C00248,scooter,GYU,2026-03-29,1,23.0,40.0,1,0,7,1.0,0.143
C00028,bike,YVN,2026-05-16,2,30.5,59.5,0,2,10,0.0,0.2
C00229,scooter,YVN,2026-05-24,2,25.0,55.0,0,2,9,0.0,0.222
C00207,car,GYU,2026-04-22,2,26.0,45.0,1,1,8,0.5,0.25
C00114,scooter,YVN,2026-04-24,1,23.0,52.0,0,1,10,0.0,0.1
C00191,scooter,YVN,2026-04-04,1,19.0,52.0,0,1,9,0.0,0.111
C00012,scooter,VND,2026-05-23,1,14.0,31.0,1,0,8,1.0,0.125
C00266,car,YVN,2026-05-10,1,18.0,53.0,0,1,8,0.0,0.125
C00096,car,VND,2026-04-11,2,35.0,61.0,0,2,8,0.0,0.25
C00119,bike,YVN,2026-05-10,2,31.5,49.0,0,2,9,0.0,0.222
C00009,car,GYU,2026-05-08,2,30.5,55.0,1,1,10,0.5,0.2
C00295,bike,GYU,2026-05-12,1,39.0,56.0,0,1,10,0.0,0.1
C00019,bike,YVN,2026-04-12,1,37.0,68.0,0,1,8,0.0,0.125
C00110,scooter,KPN,2026-04-18,1,31.0,56.0,0,1,8,0.0,0.125
C00114,scooter,YVN,2026-04-27,2,33.5,61.0,0,2,10,0.0,0.2
C00190,scooter,YVN,2026-05-01,1,17.0,48.0,0,1,8,0.0,0.125
C00106,scooter,YVN,2026-04-03,1,15.0,46.0,0,1,10,0.0,0.1
C00092,car,YVN,2026-04-30,1,38.0,66.0,0,1,9,0.0,0.111
C00095,scooter,GYU,2026-05-04,1,13.0,33.0,1,0,8,1.0,0.125
C00269,scooter,YVN,2026-04-12,1,26.0,54.0,0,1,6,0.0,0.167
C00174,car,YVN,2026-05-14,2,34.0,56.0,0,2,8,0.0,0.25
C00122,bike,VND,2026-05-08,1,33.0,47.0,0,1,8,0.0,0.125
C00182,bike,YVN,2026-05-14,2,16.0,49.0,0,2,10,0.0,0.2
C00208,bike,YVN,2026-04-15,2,31.0,58.0,0,2,9,0.0,0.222
C00151,bike,YVN,2026-04-24,1,37.0,57.0,0,1,6,0.0,0.167
C00189,bike,GYU,2026-04-12,1,40.0,64.0,0,1,8,0.0,0.125
C00078,bike,YVN,2026-03-31,2,16.5,38.0,2,0,7,1.0,0.286
C00025,scooter,YVN,2026-05-09,1,10.0,24.0,1,0,6,1.0,0.167
C00114,scooter,YVN,2026-05-12,1,26.0,45.0,1,0,10,1.0,0.1
C00267,car,VND,2026-04-25,1,40.0,70.0,0,1,8,0.0,0.125
C00261,scooter,YVN,2026-04-03,1,32.0,53.0,0,1,6,0.0,0.167
C00071,car,VND,2026-04-06,2,14.0,44.0,2,0,8,1.0,0.25
C00124,scooter,GYU,2026-05-11,2,19.0,49.5,0,2,7,0.0,0.286
C00103,bike,YVN,2026-04-18,1,32.0,49.0,0,1,9,0.0,0.111
C00045,car,YVN,2026-04-16,1,27.0,61.0,0,1,9,0.0,0.111
C00110,scooter,KPN,2026-04-10,1,21.0,47.0,0,1,8,0.0,0.125
C00055,scooter,GYU,2026-04-24,2,37.5,59.5,0,2,8,0.0,0.25
C00067,scooter,GYU,2026-04-21,1,25.0,42.0,1,0,6,1.0,0.167
C00177,scooter,YVN,2026-04-22,1,29.0,48.0,0,1,6,0.0,0.167
C00260,scooter,VND,2026-04-13,2,25.0,52.0,0,2,6,0.0,0.333
C00255,car,YVN,2026-04-10,1,14.0,48.0,0,1,10,0.0,0.1
C00210,car,KPN,2026-04-20,1,40.0,69.0,0,1,7,0.0,0.143
C00248,scooter,GYU,2026-05-27,1,25.0,59.0,0,1,7,0.0,0.143
C00280,bike,YVN,2026-05-04,1,40.0,55.0,0,1,9,0.0,0.111
C00160,bike,GYU,2026-05-24,1,28.0,50.0,0,1,8,0.0,0.125
C00069,car,DLJ,2026-04-22,3,21.0,41.67,2,1,7,0.6667,0.429
C00108,bike,GYU,2026-05-17,1,11.0,36.0,1,0,10,1.0,0.1
C00074,scooter,YVN,2026-04-28,1,35.0,53.0,0,1,9,0.0,0.111
C00187,scooter,YVN,2026-05-18,1,16.0,34.0,1,0,6,1.0,0.167
C00037,scooter,YVN,2026-04-16,2,16.5,44.5,1,1,7,0.5,0.286
C00129,scooter,YVN,2026-04-09,1,18.0,44.0,1,0,8,1.0,0.125
C00155,bike,GYU,2026-05-23,1,35.0,54.0,0,1,10,0.0,0.1
C00206,bike,GYU,2026-04-12,1,29.0,58.0,0,1,10,0.0,0.1
C00233,bike,GYU,2026-05-19,1,40.0,58.0,0,1,6,0.0,0.167
C00046,bike,KPN,2026-04-29,2,21.0,43.5,1,1,8,0.5,0.25
C00130,car,YVN,2026-04-10,2,15.0,37.5,1,1,7,0.5,0.286
C00123,bike,GYU,2026-05-27,1,21.0,56.0,0,1,9,0.0,0.111
C00011,scooter,GYU,2026-05-14,2,17.0,31.5,2,0,9,1.0,0.222
C00073,scooter,GYU,2026-04-19,1,29.0,47.0,0,1,7,0.0,0.143
C00214,car,YVN,2026-03-29,1,9.0,47.0,0,1,10,0.0,0.1
C00047,bike,GYU,2026-05-08,1,9.0,30.0,1,0,7,1.0,0.143
C00291,car,YVN,2026-04-08,1,22.0,50.0,0,1,9,0.0,0.111
C00291,car,YVN,2026-05-02,1,20.0,31.0,1,0,9,1.0,0.111
C00259,car,YVN,2026-05-03,1,10.0,40.0,1,0,10,1.0,0.1
C00257,bike,VND,2026-04-03,2,24.5,51.0,1,1,10,0.5,0.2
C00150,bike,YVN,2026-04-03,1,15.0,32.0,1,0,7,1.0,0.143
C00040,bike,YVN,2026-05-17,3,25.0,53.33,1,2,9,0.3333,0.333
C00292,bike,YVN,2026-04-14,1,18.0,43.0,1,0,7,1.0,0.143
C00276,scooter,KPN,2026-04-12,2,25.5,50.0,1,1,10,0.5,0.2
C00019,bike,YVN,2026-05-01,1,10.0,35.0,1,0,8,1.0,0.125
C00291,car,YVN,2026-03-30,1,18.0,32.0,1,0,9,1.0,0.111
C00229,scooter,YVN,2026-04-12,1,12.0,47.0,0,1,9,0.0,0.111
C00072,bike,VND,2026-05-03,2,11.0,24.0,2,0,6,1.0,0.333
C00105,bike,VND,2026-05-20,2,22.0,47.0,1,1,10,0.5,0.2
C00227,bike,YVN,2026-04-16,1,25.0,34.0,1,0,6,1.0,0.167
C00037,scooter,YVN,2026-05-03,1,17.0,27.0,1,0,7,1.0,0.143
C00139,scooter,YVN,2026-05-02,1,36.0,68.0,0,1,7,0.0,0.143
C00060,scooter,YVN,2026-05-09,2,19.0,37.5,2,0,9,1.0,0.222
C00061,scooter,YVN,2026-04-10,2,21.5,42.5,1,1,10,0.5,0.2
C00277,bike,YVN,2026-04-12,2,23.5,46.5,1,1,9,0.5,0.222
C00121,car,GYU,2026-04-27,1,14.0,22867.03,0,1,7,0.0,0.143
C00159,scooter,YVN,2026-05-22,2,9.5,42.0,1,1,9,0.5,0.222
C00090,scooter,GYU,2026-04-24,1,25.0,42.0,1,0,7,1.0,0.143
C00017,bike,YVN,2026-03-31,1,24.0,59.0,0,1,6,0.0,0.167
C00202,scooter,DLJ,2026-05-22,1,18.0,35.0,1,0,7,1.0,0.143
C00174,car,YVN,2026-04-11,2,25.0,46.0,1,1,8,0.5,0.25
C00295,bike,GYU,2026-04-23,2,27.5,57.0,1,1,10,0.5,0.2
C00207,car,GYU,2026-05-18,1,26.0,59.0,0,1,8,0.0,0.125
C00180,scooter,VND,2026-04-29,1,31.0,44.0,1,0,9,1.0,0.111
C00221,car,GYU,2026-03-31,1,30.0,54.0,0,1,7,0.0,0.143
C00090,scooter,GYU,2026-04-25,2,9.5,32.5,2,0,7,1.0,0.286
C00042,bike,YVN,2026-05-24,1,26.0,39.0,1,0,6,1.0,0.167
C00299,scooter,VND,2026-05-05,1,11.0,27.0,1,0,6,1.0,0.167
C00069,car,DLJ,2026-05-24,2,25.0,49.5,0,2,7,0.0,0.286
C00019,bike,YVN,2026-04-24,1,40.0,75.0,0,1,8,0.0,0.125
C00277,bike,YVN,2026-04-01,2,26.5,49.5,0,2,9,0.0,0.222
C00280,bike,YVN,2026-05-21,2,25.0,52.0,1,1,9,0.5,0.222
C00245,car,GYU,2026-04-18,1,29.0,51.0,0,1,9,0.0,0.111
C00002,car,GYU,2026-04-11,2,24.5,52.5,1,1,8,0.5,0.25
C00235,scooter,YVN,2026-05-17,4,27.0,47.25,2,2,10,0.5,0.4
C00072,bike,VND,2026-05-21,1,19.0,46.0,0,1,6,0.0,0.167
C00009,car,GYU,2026-05-24,1,31.0,51.0,0,1,10,0.0,0.1
C00291,car,YVN,2026-04-06,1,24.0,57.0,0,1,9,0.0,0.111
C00182,bike,YVN,2026-05-16,3,23.67,42.67,1,2,10,0.3333,0.3
C00126,scooter,YVN,2026-05-09,1,40.0,56.0,0,1,9,0.0,0.111
C00118,scooter,VND,2026-04-28,1,18.0,36.0,1,0,9,1.0,0.111
C00230,scooter,YVN,2026-05-18,1,13.0,34.0,1,0,9,1.0,0.111
C00124,scooter,GYU,2026-05-08,1,10.0,27.0,1,0,7,1.0,0.143
C00260,scooter,VND,2026-04-22,1,28.0,55.0,0,1,6,0.0,0.167
C00053,bike,YVN,2026-04-16,2,25.0,40.5,1,1,9,0.5,0.222
C00064,bike,YVN,2026-04-28,1,13.0,38.0,1,0,10,1.0,0.1
C00288,bike,YVN,2026-04-27,1,22.0,56.0,0,1,9,0.0,0.111
C00142,scooter,YVN,2026-04-11,1,11.0,26.0,1,0,10,1.0,0.1
C00170,car,GYU,2026-05-12,1,23.0,49.0,0,1,9,0.0,0.111
C00071,car,VND,2026-04-22,2,16.5,21725.38,0,2,8,0.0,0.25
C00267,car,VND,2026-04-13,1,26.0,64.0,0,1,8,0.0,0.125
C00005,bike,YVN,2026-05-14,1,39.0,75.0,0,1,7,0.0,0.143
C00156,bike,YVN,2026-04-28,2,34.5,59.5,0,2,10,0.0,0.2
C00148,scooter,YVN,2026-04-07,1,21.0,57.0,0,1,7,0.0,0.143
C00271,bike,YVN,2026-04-10,2,33.0,59.0,0,2,9,0.0,0.222
C00069,car,DLJ,2026-04-15,1,16.0,39.0,1,0,7,1.0,0.143
C00231,bike,GYU,2026-04-10,1,22.0,48.0,0,1,8,0.0,0.125
C00131,bike,VND,2026-05-15,1,17.0,39.0,1,0,7,1.0,0.143
C00218,bike,YVN,2026-04-17,1,29.0,52.0,0,1,8,0.0,0.125
C00236,bike,GYU,2026-05-14,3,18.67,37.33,3,0,8,1.0,0.375
C00154,bike,GYU,2026-04-20,1,8.0,30.0,1,0,10,1.0,0.1
C00234,car,YVN,2026-04-18,1,14.0,44.0,1,0,10,1.0,0.1
C00120,scooter,YVN,2026-05-15,1,19.0,36.0,1,0,6,1.0,0.167
C00150,bike,YVN,2026-05-19,1,14.0,32.0,1,0,7,1.0,0.143
C00227,bike,YVN,2026-05-27,1,28.0,45.0,1,0,6,1.0,0.167
C00014,scooter,YVN,2026-03-31,1,12.0,37.0,1,0,7,1.0,0.143
C00078,bike,YVN,2026-05-24,2,35.0,62.5,0,2,7,0.0,0.286
C00110,scooter,KPN,2026-04-20,1,29.0,49.0,0,1,8,0.0,0.125
C00110,scooter,KPN,2026-04-26,2,28.0,52.0,1,1,8,0.5,0.25
C00039,car,YVN,2026-05-21,1,21.0,44.0,1,0,7,1.0,0.143
C00167,car,YVN,2026-04-23,1,17.0,47.0,0,1,6,0.0,0.167
C00108,bike,GYU,2026-05-07,1,24.0,44.0,1,0,10,1.0,0.1
C00085,scooter,GYU,2026-04-22,1,27.0,64.0,0,1,9,0.0,0.111
C00033,scooter,YVN,2026-04-19,1,39.0,65.0,0,1,8,0.0,0.125
C00187,scooter,YVN,2026-04-20,1,22.0,49.0,0,1,6,0.0,0.167
C00065,scooter,YVN,2026-04-30,3,24.0,49.0,1,2,6,0.3333,0.5
C00015,scooter,YVN,2026-04-12,2,30.0,56.5,1,1,9,0.5,0.222
C00152,bike,KPN,2026-05-16,2,29.5,60.0,0,2,10,0.0,0.2
C00012,scooter,VND,2026-05-17,2,34.5,50.5,0,2,8,0.0,0.25
C00202,scooter,DLJ,2026-04-17,1,39.0,53.0,0,1,7,0.0,0.143
C00294,car,YVN,2026-05-24,1,13.0,44.0,1,0,10,1.0,0.1
C00018,car,KPN,2026-03-31,1,37.0,54.0,0,1,8,0.0,0.125
C00247,car,YVN,2026-04-22,1,27.0,50.0,0,1,6,0.0,0.167
C00179,scooter,YVN,2026-03-31,1,34.0,59.0,0,1,6,0.0,0.167
C00261,scooter,YVN,2026-05-23,1,14.0,41.0,1,0,6,1.0,0.167
C00258,scooter,KPN,2026-04-26,1,12.0,35.0,1,0,9,1.0,0.111
